text,label,strategi
Saya membuat daftar kelebihan dan kekurangan sebelum memutuskan sesuatu.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya sulit menerima hasil yang tidak sesuai ekspektasi saya.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya selalu mengevaluasi kesalahan agar tidak terulang.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya menyusun catatan keuangan pribadi dengan detail.,Melancholic,Berikan informasi yang terstruktur dan detail.
Saya membaca kembali laporan kerja untuk memastikan tidak ada kekeliruan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya menghindari keramaian karena lebih suka ketenangan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya sangat selektif dalam membangun relasi baru.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya memerlukan waktu cukup lama untuk memproses emosi.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya menyukai proses pembelajaran yang terstruktur dan mendalam.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya lebih percaya data dan logika daripada asumsi.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya membaca seluruh instruksi sebelum mulai bekerja.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya merapikan file dan data dengan cermat.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya menyusun ulang catatan saya agar lebih mudah dipahami.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya berpikir panjang sebelum menyampaikan opini.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya sering merasa khawatir belum cukup baik.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya menyusun argumen dengan struktur yang jelas.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya lebih suka diskusi yang tertulis dan terstruktur.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya senang membaca dokumen dengan teliti.,Melancholic,Berikan informasi yang terstruktur dan detail. secara konsisten.
Saya mencermati perbedaan kecil dalam data atau informasi.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya memperhatikan gaya bahasa dan tata tulis dalam laporan.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya suka menyusun rencana cadangan meski belum tentu digunakan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya tidak bisa bekerja dalam lingkungan yang kacau.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya menyukai kontrol atas detail dan waktu.,Melancholic,Pastikan berikan informasi yang terstruktur dan detail.
Saya menilai sesuatu dengan logika terlebih dahulu sebelum emosi.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya merasa lebih nyaman dengan data yang pasti.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya mencurahkan waktu khusus untuk refleksi diri.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya membuat sistem pelacakan kemajuan untuk proyek pribadi.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya merasa perlu memahami hal secara menyeluruh sebelum setuju.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya selalu mengingat ulang tahun orang-orang terdekat.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya cenderung introvert dan menghindari pusat keramaian.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya menghitung ulang semua sebelum membuat keputusan penting.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya tidak bisa fokus kalau lingkungan berantakan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya selalu mencatat apa yang perlu saya pelajari lagi.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya meninjau ulang laporan kerja lebih dari dua kali.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya tidak suka terlalu banyak perubahan dalam waktu singkat.,Melancholic,Hindari terlalu banyak perubahan dalam waktu singkat.
Saya suka bekerja di tempat yang rapi dan tenang.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya merasa harus siap sebelum berbicara di forum publik.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya mengecek ulang hal kecil untuk memastikan kesempurnaan.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya cenderung menghindari pekerjaan dengan tenggat waktu sangat pendek.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya mencatat ide-ide saya secara sistematis.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya menyusun catatan pribadi setiap hari secara rinci.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya merasa terganggu jika jadwal saya berubah secara mendadak.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya mengevaluasi keputusan lama untuk memastikan apakah sudah tepat.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya mencocokkan data lebih dari sekali sebelum mengambil kesimpulan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya membuat laporan dalam format yang seragam dan rapi.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya lebih menyukai perencanaan panjang daripada improvisasi.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya berpikir panjang bahkan sebelum mengirim pesan singkat.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya tidak merasa tenang sebelum semua tugas selesai sempurna.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya lebih suka berdiskusi dalam format tulisan daripada lisan.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya cenderung menyimpan perasaan dan memprosesnya sendiri.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya menganalisis pola kesalahan dari data tahun lalu.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya tidak suka jika dokumentasi kerja terlihat asal-asalan.,Melancholic,Hindari dokumentasi kerja terlihat asal-asalan. secara konsisten.
Saya mencatat perubahan kecil dalam proyek agar tidak terlewat.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya menyimpan versi berbeda dari satu file untuk jaga-jaga.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya memilih kata dengan hati-hati saat menulis laporan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya mencermati hasil kerja agar sesuai standar.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya menghindari keputusan impulsif karena ingin akurasi.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya mengerjakan tugas lebih awal untuk memberi waktu evaluasi.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya merasa tenang jika punya kontrol penuh terhadap jadwal.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya membandingkan hasil kerja saya dengan standar terbaik.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya mencatat setiap detail dari rapat yang saya ikuti.,Melancholic,Berikan informasi yang terstruktur dan detail. secara konsisten.
Saya menyimpan catatan arsip proyek hingga bertahun-tahun.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya membuat rencana kerja harian dengan pembagian waktu yang detail.,Melancholic,Pastikan berikan informasi yang terstruktur dan detail.
Saya mengecek ulang referensi sebelum menulis laporan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya suka bekerja dalam sistem yang stabil dan terdokumentasi.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya menghindari tugas mendadak karena saya butuh waktu berpikir.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya menilai kemajuan diri dari catatan dan refleksi.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya menyukai pengumpulan data dan pembandingan angka.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya jarang puas sebelum semua indikator menunjukkan hasil maksimal.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya menyusun daftar revisi sebelum presentasi.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya menyusun proposal dengan bagian yang terstruktur rapi.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya membuat tabel kemajuan untuk semua project.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya lebih nyaman menulis daripada berbicara dalam diskusi.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya menyimpan feedback dan memprosesnya dalam jurnal harian.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya menyiapkan semua dokumen presentasi jauh hari sebelum tampil.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya menggunakan warna berbeda untuk menandai revisi.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya menyusun ulang catatan agar lebih mudah dipahami.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya sering mengecek kembali kata-kata dalam email resmi.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya mencermati struktur bahasa sebelum menyampaikan laporan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya menilai hasil kerja saya dengan indikator objektif.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya menyusun log aktivitas harian secara rinci.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya menyimpan setiap versi revisi dengan tanggalnya.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya membaca ulang email dua kali sebelum dikirim.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya membuat kerangka berpikir sebelum menulis laporan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya menghindari keputusan impulsif dalam hal profesional.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya memprioritaskan akurasi dalam setiap pekerjaan saya.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya menyukai pola dan sistem yang konsisten.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya lebih suka diskusi yang terstruktur dan moderat.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya menulis daftar evaluasi pribadi tiap akhir pekan.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya membuat dokumentasi setiap hasil kerja tim.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya mencermati data sebelum menyampaikan kesimpulan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya menyiapkan lampiran tambahan dalam setiap laporan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya memisahkan dokumen berdasarkan topik dan tanggal.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya menyusun pendapat dalam bentuk tertulis lebih nyaman.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya mengoreksi kesalahan ketik meskipun kecil.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya menyimpan arsip email berdasarkan proyek.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya menyusun ulang catatan kuliah jadi modul belajar pribadi.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya memvalidasi informasi dari dua sumber berbeda.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya mencatat hasil brainstorming meskipun belum dipakai.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya lebih suka grafik yang terstruktur daripada visual yang ramai.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya menyusun file dan dokumen dengan urutan alur.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya membuat backup setiap kali selesai mengetik dokumen.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya lebih suka membaca laporan daripada mendengarkan lisan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya memperbaiki dokumen meskipun tidak diminta.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya menyiapkan segala kemungkinan saat akan mengambil keputusan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya menyusun pendapat saya dengan logika yang berurutan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya menghindari risiko karena tidak suka hasil yang tidak pasti.,Melancholic,Hindari hasil yang tidak pasti. secara konsisten.
